ID,Data,Cliente,Produto,Categoria,Quantidade,Preço,Estado
4889,2020-07-31,Ana Silva,Camiseta,Roupas,3,45.64,PR
4890,2021-07-02,Maria Oliveira,Vassoura,Casa,6,25.14,PR
4891,2021-08-12,João Souza,Vassoura,Casa,3,25.36,RS
4892,2021-10-01,Mariana Alves,Calça Jeans,Roupas,4,96.39,SP
4893,2024-04-06,Carlos Pereira,Panela,Casa,3,120.19,MG
4894,2022-03-18,Desconhecido,Jaqueta,Roupas,5,293.77,SP
4895,2024-10-12,Ana Silva,Fone X,Eletrônicos,60,143.54,SP
4896,2021-09-12,Ana Silva,Perfume,Beleza,2,245.15,BA
4897,2023-01-04,Carlos Pereira,Jaqueta,Roupas,2,317.26,RJ
4898,2022-04-18,Carlos Pereira,Vassoura,Casa,4,23.06,PR
4899,2024-04-09,Mariana Alves,Smartwatch Z,Eletrônicos,5,644.21,BA
4900,2020-12-17,Carlos Pereira,Perfume,Eletrônicos,3,239.53,PR
4901,2022-11-03,Carlos Pereira,Shampoo,Beleza,2,20.51,SP
4902,2024-02-26,Maria Oliveira,Shampoo,Beleza,1,17.32,SP
4903,2022-02-08,Maria Oliveira,Perfume,Beleza,3,236.69,RS
4904,2021-01-18,Maria Oliveira,Shampoo,Eletrônicos,1,20.89,SP
4905,2021-03-19,Maria Oliveira,Panela,Casa,4,124.28,BA
4906,2023-11-14,Mariana Alves,Shampoo,Eletrônicos,3,18.65,BA
4907,2025-09-18,Maria Oliveira,Jaqueta,Roupas,1,315.52,SP
4908,2020-09-07,Ana Silva,Camiseta,Roupas,3,50.64,SP
4909,2023-11-28,Carlos Pereira,Cortina,Casa,4,238.48,SP
4910,2022-05-24,João Souza,Vassoura,Casa,3,27.28,PR
4911,2021-02-26,Mariana Alves,Shampoo,Beleza,4,20.62,BA
4912,2023-06-24,Maria Oliveira,Jaqueta,Roupas,4,304.09,SP
4913,2022-03-18,Mariana Alves,Shampoo,Beleza,3,19.24,SP
4914,2024-07-09,Carlos Pereira,Calça Jeans,Roupas,1,129.01,SP
4915,2025-06-17,Mariana Alves,Camiseta,Roupas,6,44.29,SP
4916,2020-06-01,Carlos Pereira,Shampoo,Beleza,3,19.0,MG
4917,2022-04-16,Desconhecido,Smartwatch Z,Eletrônicos,3,729.36,SP
4918,2021-03-13,Mariana Alves,Cortina,Casa,4,179.85,RS
4919,2024-09-26,Ana Silva,Perfume,Beleza,3,245.3,
4920,2024-04-27,Maria Oliveira,Shampoo,Beleza,3,19.11,PR
4921,2022-03-26,Carlos Pereira,Smartwatch Z,Eletrônicos,2,780.46,
4922,2020-06-19,Ana Silva,Jaqueta,Roupas,437,290.18,RJ
4923,2024-03-15,Maria Oliveira,Jaqueta,Roupas,2,307.75,BA
4924,2020-10-01,Carlos Pereira,Calça Jeans,Roupas,3,109.64,RS
4925,2021-09-06,João Souza,Camiseta,Roupas,3,45.94,RJ
4926,2025-09-16,Maria Oliveira,Smartwatch Z,Eletrônicos,4,783.01,MG
4927,2021-08-04,Carlos Pereira,Cortina,Casa,4,205.03,BA
4928,2020-06-26,Desconhecido,Jaqueta,Roupas,2,293.12,
4929,2023-01-01,Carlos Pereira,Cortina,Casa,1,190.7,PR
4930,2022-05-02,João Souza,Shampoo,Eletrônicos,3,20.86,RS
4931,2023-10-28,João Souza,Panela,Casa,392,129.1,BA
4932,2024-04-22,Mariana Alves,Vassoura,Casa,4,26.57,RJ
4933,2022-11-10,Ana Silva,Perfume,Beleza,437,200.39,RS
4934,2020-09-07,Maria Oliveira,Carregador Y,Eletrônicos,3,38.25,RJ
4935,2024-10-12,João Souza,Perfume,Eletrônicos,2,173.33,
4936,2022-02-19,Mariana Alves,Perfume,Beleza,2,219.86,SP
4937,2020-02-02,João Souza,Vassoura,Casa,243,27.44,
4938,2021-11-14,Carlos Pereira,Cortina,Casa,2,203.4,RS
4939,2021-04-19,Mariana Alves,Camiseta,Roupas,4,43.03,MG
4940,2021-09-06,Desconhecido,Cortina,Casa,2,224.48,RJ
4941,2020-01-05,Ana Silva,Panela,Casa,3,125.66,SP
4942,2020-10-26,João Souza,Camiseta,Roupas,3,47.14,RJ
4943,2023-04-24,Carlos Pereira,Jaqueta,Roupas,3,311.29,SP
4944,2023-11-29,Desconhecido,Perfume,Beleza,3,218.56,BA
4945,2021-01-19,Ana Silva,Perfume,Beleza,2,210.41,SP
4946,2024-03-20,Desconhecido,Perfume,Beleza,1,209.42,MG
4947,2024-06-21,Carlos Pereira,Cortina,Casa,211,198.71,SP
4948,2024-03-26,João Souza,Calça Jeans,Roupas,1,97.0,SP
4949,2020-03-12,João Souza,Carregador Y,Eletrônicos,2,45.62,SP
4950,2024-04-04,João Souza,Vassoura,Casa,3,26.18,RJ
4951,2022-01-16,Ana Silva,Shampoo,Beleza,1,21.21,RS
4952,2022-11-24,Mariana Alves,Perfume,Eletrônicos,5,204.27,SP
4953,2024-01-22,Carlos Pereira,Shampoo,Beleza,5,17.15,MG
4954,2020-07-24,Maria Oliveira,Vassoura,Casa,3,22.38,PR
4955,2021-04-13,Maria Oliveira,Shampoo,Eletrônicos,1,21.43,SP
4956,2020-10-10,Desconhecido,Smartwatch Z,Eletrônicos,3,749.8,SP
4957,2020-05-05,João Souza,Cortina,Casa,2,227.11,BA
4958,2022-05-05,Carlos Pereira,Jaqueta,Roupas,3,303.17,BA
4959,2022-04-12,Maria Oliveira,Jaqueta,Roupas,5,255.62,BA
4960,2022-04-27,Carlos Pereira,Laptop A,Eletrônicos,3,3478.81,SP
4961,2023-07-03,Carlos Pereira,Shampoo,Beleza,2,20.92,
4962,2022-10-29,João Souza,Cortina,Casa,5,240.28,PR
4963,2024-05-05,Desconhecido,Camiseta,Roupas,2,41.0,SP
4964,2022-04-30,Carlos Pereira,Smartwatch Z,Eletrônicos,2,830.52,MG
4965,2024-02-03,Mariana Alves,Carregador Y,Eletrônicos,4,39.06,MG
4966,2023-09-26,Mariana Alves,Smartwatch Z,Eletrônicos,1,745.23,PR
4967,2021-06-10,Ana Silva,Shampoo,Eletrônicos,328,22.06,RS
4968,2021-08-01,Mariana Alves,Vassoura,Casa,3,23.46,SP
4969,2020-12-19,Desconhecido,Panela,Casa,3,114.59,MG
4970,2020-12-18,Mariana Alves,Calça Jeans,Roupas,2,133.19,RJ
4971,2021-09-08,Ana Silva,Vassoura,Casa,3,24.24,RJ
4972,2020-08-21,João Souza,Calça Jeans,Roupas,4,112.24,
4973,2022-08-06,Mariana Alves,Camiseta,Roupas,413,48.15,SP
4974,2020-08-26,Desconhecido,Shampoo,Eletrônicos,3,20.58,BA
4975,2022-08-19,Mariana Alves,Vassoura,Casa,4,23.73,SP
4976,2020-01-15,Mariana Alves,Shampoo,Eletrônicos,2,19.42,BA
4977,2022-08-02,Desconhecido,Camiseta,Roupas,1,43.92,MG
4978,2022-01-06,Mariana Alves,Camiseta,Roupas,3,42.95,RJ
4979,2022-06-22,Carlos Pereira,Panela,Casa,4,103.74,RJ
4980,2024-06-09,João Souza,Vassoura,Casa,2,20.57,SP
4981,2025-09-27,João Souza,Smartwatch Z,Eletrônicos,1,879.54,BA
4982,2020-09-30,Mariana Alves,Calça Jeans,Roupas,3,136.67,RS
4983,2022-11-16,Ana Silva,Jaqueta,Roupas,4,298.71,RJ
4984,2020-10-28,Ana Silva,Jaqueta,Roupas,3,282.52,BA
4985,2022-05-18,Ana Silva,Perfume,Beleza,2,225.41,BA
4986,2022-10-04,Mariana Alves,Cortina,Casa,4,203.16,SP
4987,2021-01-22,Desconhecido,Camiseta,Roupas,4,46.52,PR
4988,2024-09-25,Carlos Pereira,Vassoura,Casa,4,24.26,
4989,2023-12-29,Desconhecido,Smartwatch Z,Eletrônicos,3,734.31,RS
4990,2025-12-06,Carlos Pereira,Smartwatch Z,Eletrônicos,2,755.22,BA
4991,2024-06-18,Desconhecido,Vassoura,Casa,3,25.64,RS
4992,2022-06-06,João Souza,Vassoura,Casa,6,27.02,BA
4993,2024-01-04,Ana Silva,Perfume,Beleza,3,196.53,RS
4994,2021-10-23,Carlos Pereira,Laptop A,Eletrônicos,3,3211.27,SP
4995,2024-07-10,Carlos Pereira,Vassoura,Casa,3,23.4,
4996,2020-02-15,Carlos Pereira,Perfume,Beleza,2,223.15,SP
4997,2024-06-06,João Souza,Fone X,Eletrônicos,1,172.99,BA
4998,2023-04-08,Maria Oliveira,Shampoo,Beleza,4,22.34,SP
4999,2023-08-17,Mariana Alves,Cortina,Casa,3,195.85,BA
5000,2021-09-15,Maria Oliveira,Perfume,Beleza,3,251.15,MG
5001,2023-04-28,Mariana Alves,Jaqueta,Roupas,5,298.59,MG
5002,2020-04-10,Ana Silva,Carregador Y,Eletrônicos,2,32.5,SP
5003,2024-12-10,Carlos Pereira,Calça Jeans,Roupas,4,102.12,BA
5004,2022-02-10,João Souza,Perfume,Beleza,1,221.65,
5005,2024-06-11,Ana Silva,Vassoura,Casa,4,22.83,BA
5006,2020-11-24,Maria Oliveira,Cortina,Casa,2,173.23,SP
5007,2020-08-17,Ana Silva,Shampoo,Eletrônicos,3,17.15,RJ
5008,2023-01-09,Mariana Alves,Vassoura,Casa,4,22.47,
5009,2025-07-05,Desconhecido,Panela,Casa,6,117.57,PR
5010,2022-08-12,João Souza,Shampoo,Beleza,4,20.27,SP
5011,2021-05-20,Desconhecido,Carregador Y,Eletrônicos,284,38.33,PR
5012,2020-02-24,Desconhecido,Cortina,Casa,3,185.27,
5013,2020-05-27,Maria Oliveira,Fone X,Eletrônicos,3,139.62,MG
5014,2023-11-12,João Souza,Laptop A,Eletrônicos,345,2679.1,
5015,2022-02-13,Mariana Alves,Camiseta,Roupas,1,42.81,PR
5016,2020-05-03,João Souza,Shampoo,Eletrônicos,130,21.44,RS
5017,2025-08-03,Ana Silva,Carregador Y,Eletrônicos,112,42.85,RS
5018,2021-08-12,Desconhecido,Panela,Casa,3,109.66,RJ
5019,2025-01-22,João Souza,Vassoura,Casa,5,26.28,PR
5020,2023-03-26,Desconhecido,Calça Jeans,Roupas,7,113.83,RS
5021,2021-01-11,Maria Oliveira,Vassoura,Casa,5,26.55,PR
5022,2024-02-14,Desconhecido,Cortina,Casa,5,209.35,SP
5023,2024-07-04,João Souza,Jaqueta,Roupas,3,305.62,RJ
5024,2022-11-02,João Souza,Calça Jeans,Roupas,4,127.59,RS
5025,2020-09-25,Carlos Pereira,Perfume,Beleza,2,254.28,BA
5026,2024-09-11,Mariana Alves,Jaqueta,Roupas,4,250.06,RS
5027,2023-01-01,Maria Oliveira,Vassoura,Casa,1,20.54,
5028,2022-07-25,Desconhecido,Cortina,Casa,2,207.43,PR
5029,2021-10-17,Carlos Pereira,Calça Jeans,Roupas,2,108.67,MG
5030,2023-05-12,João Souza,Fone X,Eletrônicos,3,168.44,
5031,2025-02-03,Maria Oliveira,Cortina,Casa,2,162.24,SP
5032,2025-09-11,João Souza,Smartwatch Z,Eletrônicos,3,864.23,RS
5033,2022-06-13,Maria Oliveira,Jaqueta,Roupas,1,306.94,MG
5034,2023-10-13,Maria Oliveira,Perfume,Eletrônicos,2,251.81,MG
5035,2020-09-01,Desconhecido,Shampoo,Eletrônicos,4,17.15,BA
5036,2023-07-01,Carlos Pereira,Fone X,Eletrônicos,2,142.36,SP
5037,2025-02-18,Maria Oliveira,Laptop A,Eletrônicos,4,3765.14,PR
5038,2020-06-07,Carlos Pereira,Jaqueta,Roupas,4,265.63,BA
5039,2021-08-04,Maria Oliveira,Perfume,Beleza,1,219.11,PR
5040,2020-01-20,Mariana Alves,Shampoo,Eletrônicos,1,20.08,MG
5041,2021-07-18,Mariana Alves,Camiseta,Roupas,5,45.45,MG
5042,2020-06-06,Desconhecido,Shampoo,Beleza,3,23.21,RJ
5043,2023-11-07,Desconhecido,Fone X,Eletrônicos,4,181.45,RJ
5044,2022-05-09,João Souza,Laptop A,Eletrônicos,3,3271.55,BA
5045,2022-12-20,João Souza,Vassoura,Casa,3,25.49,
5046,2023-09-16,Ana Silva,Fone X,Eletrônicos,2,146.87,SP
5047,2022-09-05,Mariana Alves,Perfume,Eletrônicos,2,237.63,
5048,2021-11-14,Maria Oliveira,Smartwatch Z,Eletrônicos,1,731.3,
5049,2022-12-18,Mariana Alves,Vassoura,Casa,193,22.77,MG
5050,2022-01-20,Ana Silva,Perfume,Eletrônicos,3,222.67,BA
5051,2022-07-04,Mariana Alves,Perfume,Beleza,3,207.08,MG
5052,2023-04-13,Ana Silva,Jaqueta,Roupas,8,295.65,RS
5053,2024-11-01,Mariana Alves,Shampoo,Beleza,4,20.0,PR
5054,2022-08-08,Ana Silva,Smartwatch Z,Eletrônicos,6,782.69,PR
5055,2023-05-31,Maria Oliveira,Jaqueta,Roupas,1,282.65,RJ
5056,2025-02-01,Carlos Pereira,Smartwatch Z,Eletrônicos,4,981.32,SP
5057,2021-03-16,Carlos Pereira,Camiseta,Roupas,2,50.13,BA
5058,2022-10-21,Ana Silva,Fone X,Eletrônicos,5,141.74,PR
5059,2023-07-24,Maria Oliveira,Vassoura,Casa,286,22.79,RS
5060,2021-11-14,Maria Oliveira,Laptop A,Eletrônicos,3,2885.85,RS
5061,2024-10-03,Mariana Alves,Jaqueta,Roupas,2,278.28,SP
5062,2025-09-24,Carlos Pereira,Fone X,Eletrônicos,3,130.33,PR
5063,2020-08-30,Mariana Alves,Camiseta,Roupas,4,49.07,PR
5064,2024-11-02,Ana Silva,Jaqueta,Roupas,1,332.51,PR
5065,2023-10-08,Carlos Pereira,Panela,Casa,2,117.6,RJ
5066,2023-10-06,Desconhecido,Jaqueta,Roupas,2,313.11,PR
5067,2021-08-08,Desconhecido,Cortina,Casa,4,220.94,RJ
5068,2021-02-13,João Souza,Camiseta,Roupas,2,47.41,
5069,2020-06-06,Mariana Alves,Camiseta,Roupas,1,46.36,PR
5070,2023-04-10,Ana Silva,Carregador Y,Eletrônicos,3,42.78,PR
5071,2022-09-19,Maria Oliveira,Camiseta,Roupas,2,52.31,
5072,2021-08-15,Desconhecido,Camiseta,Roupas,2,44.16,RJ
5073,2022-11-11,Carlos Pereira,Calça Jeans,Roupas,2,108.3,BA
5074,2024-03-30,João Souza,Shampoo,Beleza,4,21.35,SP
5075,2023-09-18,Mariana Alves,Perfume,Eletrônicos,2,204.43,PR
5076,2022-11-25,Ana Silva,Vassoura,Casa,2,30.26,RJ
5077,2023-05-10,Carlos Pereira,Perfume,Beleza,6,231.88,RJ
5078,2020-12-12,Desconhecido,Shampoo,Beleza,2,18.65,PR
5079,2025-04-06,Ana Silva,Shampoo,Beleza,3,17.15,MG
5080,2020-05-03,João Souza,Shampoo,Beleza,3,19.37,PR
5081,2025-03-30,Carlos Pereira,Camiseta,Roupas,2,38.94,BA
5082,2022-05-25,Mariana Alves,Smartwatch Z,Eletrônicos,3,719.34,SP
5083,2020-12-07,Desconhecido,Cortina,Casa,2,195.8,RJ
5084,2021-09-29,Ana Silva,Shampoo,Beleza,3,19.55,MG
5085,2020-11-05,Carlos Pereira,Jaqueta,Roupas,368,337.59,BA
5086,2024-11-17,Ana Silva,Perfume,Eletrônicos,4,251.1,SP
5087,2025-01-22,Ana Silva,Vassoura,Casa,3,30.35,RJ
5088,2023-11-19,Maria Oliveira,Camiseta,Roupas,2,49.74,RJ
5089,2023-01-27,Ana Silva,Shampoo,Eletrônicos,1,22.54,SP
5090,2021-06-20,Desconhecido,Panela,Casa,3,117.58,BA
5091,2025-07-17,João Souza,Jaqueta,Roupas,3,303.52,MG
5092,2020-08-14,Mariana Alves,Jaqueta,Roupas,3,327.25,MG
5093,2025-01-27,Ana Silva,Jaqueta,Roupas,1,309.43,RS
5094,2020-07-13,Ana Silva,Shampoo,Beleza,1,18.2,RJ
5095,2024-07-29,Desconhecido,Calça Jeans,Roupas,2,93.74,PR
5096,2020-10-08,João Souza,Vassoura,Casa,3,25.04,BA
5097,2021-01-29,Ana Silva,Jaqueta,Roupas,3,303.73,PR
5098,2021-06-25,João Souza,Fone X,Eletrônicos,3,149.95,
5099,2023-07-08,João Souza,Calça Jeans,Roupas,2,122.04,MG
5100,2020-09-03,Mariana Alves,Camiseta,Roupas,3,51.22,SP
5101,2020-01-12,João Souza,Vassoura,Casa,4,23.71,BA
5102,2021-11-23,João Souza,Fone X,Eletrônicos,3,145.24,RS
5103,2022-03-17,Desconhecido,Vassoura,Casa,4,26.06,SP
5104,2024-08-10,Carlos Pereira,Shampoo,Eletrônicos,1,24.31,BA
5105,2020-12-18,João Souza,Vassoura,Casa,117,25.96,SP
5106,2025-03-23,Desconhecido,Cortina,Casa,2,222.02,BA
5107,2022-01-24,Ana Silva,Perfume,Eletrônicos,3,221.28,SP
5108,2020-11-26,Desconhecido,Fone X,Eletrônicos,3,147.41,BA
5109,2020-06-02,Ana Silva,Panela,Casa,1,135.43,RJ
5110,2024-02-04,Desconhecido,Perfume,Beleza,2,259.15,SP
5111,2022-01-08,Carlos Pereira,Perfume,Eletrônicos,3,224.27,SP
5112,2021-03-27,Mariana Alves,Jaqueta,Roupas,3,272.47,RJ
5113,2024-01-21,Maria Oliveira,Vassoura,Casa,1,23.95,BA
5114,2021-03-08,Maria Oliveira,Calça Jeans,Roupas,5,121.22,
5115,2021-04-15,Carlos Pereira,Cortina,Casa,3,189.48,SP
5116,2022-08-25,Carlos Pereira,Shampoo,Beleza,2,20.4,RS
5117,2025-08-14,João Souza,Panela,Casa,1,113.15,PR
5118,2023-12-22,Ana Silva,Smartwatch Z,Eletrônicos,1,698.28,RS
5119,2024-12-04,Mariana Alves,Camiseta,Roupas,2,43.36,MG
5120,2024-01-28,João Souza,Panela,Casa,2,125.37,RJ
5121,2025-05-11,Ana Silva,Laptop A,Eletrônicos,1,3765.14,RJ
5122,2023-03-28,Ana Silva,Calça Jeans,Roupas,1,113.99,RS
5123,2024-05-20,João Souza,Cortina,Casa,3,213.02,RJ
5124,2022-06-13,Maria Oliveira,Shampoo,Beleza,5,19.87,SP
5125,2025-02-15,Ana Silva,Perfume,Beleza,5,159.69,SP
5126,2021-02-22,João Souza,Jaqueta,Roupas,3,364.53,RJ
5127,2021-06-04,Mariana Alves,Panela,Casa,3,148.73,MG
5128,2022-08-12,Ana Silva,Calça Jeans,Roupas,3,119.76,MG
5129,2024-03-24,Mariana Alves,Cortina,Casa,4,192.68,SP
5130,2022-05-06,Mariana Alves,Panela,Casa,4,123.65,SP
5131,2020-04-25,Mariana Alves,Calça Jeans,Roupas,3,121.63,PR
5132,2022-07-22,Desconhecido,Jaqueta,Roupas,5,272.93,
5133,2020-11-18,Mariana Alves,Laptop A,Eletrônicos,3,3681.89,RS
5134,2021-04-10,Carlos Pereira,Perfume,Eletrônicos,3,218.15,MG
5135,2022-07-02,Ana Silva,Perfume,Eletrônicos,3,234.83,SP
5136,2024-03-24,Mariana Alves,Fone X,Eletrônicos,2,136.54,BA
5137,2025-01-24,João Souza,Panela,Casa,4,120.23,RJ
5138,2025-05-19,Mariana Alves,Camiseta,Roupas,3,50.34,SP
5139,2021-12-04,Desconhecido,Perfume,Beleza,2,224.53,PR
5140,2020-06-08,Maria Oliveira,Perfume,Beleza,3,232.33,BA
5141,2022-10-29,Maria Oliveira,Perfume,Beleza,2,227.42,PR
5142,2020-08-20,João Souza,Fone X,Eletrônicos,4,159.63,BA
5143,2021-05-23,Maria Oliveira,Cortina,Casa,3,217.93,RS
5144,2023-07-10,Maria Oliveira,Vassoura,Casa,1,26.39,SP
5145,2021-02-21,Carlos Pereira,Smartwatch Z,Eletrônicos,5,765.85,RJ
5146,2023-07-07,João Souza,Smartwatch Z,Eletrônicos,5,907.15,RJ
5147,2021-01-20,Mariana Alves,Cortina,Casa,2,186.15,
5148,2023-12-14,João Souza,Panela,Casa,2,105.58,MG
5149,2023-03-06,João Souza,Vassoura,Casa,4,24.49,BA
5150,2020-10-17,Mariana Alves,Jaqueta,Roupas,3,298.92,
5151,2020-07-08,Mariana Alves,Fone X,Eletrônicos,3,157.89,SP
5152,2022-04-28,Carlos Pereira,Smartwatch Z,Eletrônicos,1,786.59,BA
5153,2023-11-26,Desconhecido,Fone X,Eletrônicos,3,113.93,MG
5154,2022-06-27,Carlos Pereira,Laptop A,Eletrônicos,7,3419.38,SP
5155,2025-04-09,Maria Oliveira,Shampoo,Beleza,2,17.15,RS
5156,2020-07-04,Desconhecido,Shampoo,Beleza,3,22.42,RJ
5157,2025-05-04,Mariana Alves,Jaqueta,Roupas,284,273.11,RJ
5158,2024-03-01,Mariana Alves,Calça Jeans,Roupas,2,113.61,RS
5159,2024-09-20,Desconhecido,Shampoo,Beleza,3,414.44,SP
5160,2025-05-27,Desconhecido,Jaqueta,Roupas,1,293.24,PR
5161,2021-09-23,Maria Oliveira,Camiseta,Roupas,4,47.35,BA
5162,2023-01-20,Mariana Alves,Carregador Y,Eletrônicos,2,34.39,BA
5163,2020-09-30,Carlos Pereira,Panela,Casa,5,137.75,SP
5164,2022-01-16,Carlos Pereira,Shampoo,Eletrônicos,4,17.15,RS
5165,2024-06-06,Mariana Alves,Perfume,Beleza,1,237.12,MG
5166,2022-11-23,João Souza,Cortina,Casa,1,191.95,MG
5167,2022-08-15,Maria Oliveira,Panela,Casa,4,129.21,RS
5168,2020-08-03,Ana Silva,Vassoura,Casa,2,27.08,MG
5169,2023-10-15,Desconhecido,Perfume,Beleza,4,203.92,RS
5170,2023-06-06,Mariana Alves,Cortina,Casa,4,198.86,SP
5171,2023-02-10,Mariana Alves,Shampoo,Beleza,3,19.25,RS
5172,2021-03-16,Carlos Pereira,Shampoo,Beleza,2,19.03,MG
5173,2021-01-15,Carlos Pereira,Panela,Casa,1,122.74,SP
5174,2022-04-24,Mariana Alves,Panela,Casa,4,116.65,MG
5175,2025-01-28,Carlos Pereira,Fone X,Eletrônicos,2,140.5,BA
5176,2022-07-16,Ana Silva,Carregador Y,Eletrônicos,2,42.08,SP
5177,2021-12-04,Desconhecido,Camiseta,Roupas,3,54.95,RS
5178,2022-07-29,Carlos Pereira,Shampoo,Beleza,3,22.06,SP
5179,2022-08-19,Maria Oliveira,Camiseta,Roupas,4,51.53,SP
5180,2021-02-13,Maria Oliveira,Camiseta,Roupas,3,46.61,RJ
5181,2023-01-13,Desconhecido,Shampoo,Beleza,66,19.33,SP
5182,2023-02-18,Maria Oliveira,Perfume,Eletrônicos,5,188.13,BA
5183,2024-08-11,Desconhecido,Fone X,Eletrônicos,2,147.46,PR
5184,2024-10-10,Maria Oliveira,Cortina,Casa,5,197.08,SP
5185,2023-03-13,Maria Oliveira,Cortina,Casa,2,191.6,RJ
5186,2020-09-23,Carlos Pereira,Perfume,Eletrônicos,236,270.57,RJ
5187,2021-07-03,Maria Oliveira,Fone X,Eletrônicos,2,130.46,BA
5188,2022-03-01,Ana Silva,Shampoo,Beleza,3,21.02,SP
5189,2022-03-28,Carlos Pereira,Jaqueta,Roupas,4,272.59,RJ
5190,2022-01-12,Ana Silva,Shampoo,Beleza,437,18.23,RJ
5191,2025-05-21,Desconhecido,Cortina,Casa,3,218.82,PR
5192,2024-09-30,João Souza,Perfume,Beleza,1,230.65,RJ
5193,2022-07-08,Ana Silva,Perfume,Beleza,3,182.7,SP
5194,2020-09-24,Mariana Alves,Shampoo,Beleza,2,18.98,
5195,2022-08-02,João Souza,Jaqueta,Roupas,4,259.73,PR
5196,2021-09-01,Ana Silva,Cortina,Casa,1,210.07,PR
5197,2021-12-28,Maria Oliveira,Panela,Casa,2,108.82,RJ
5198,2023-05-13,João Souza,Camiseta,Roupas,3,49.49,BA
5199,2024-02-28,Desconhecido,Cortina,Casa,3,192.84,MG
5200,2022-11-08,Mariana Alves,Cortina,Casa,2,196.79,RS
5201,2023-03-25,Maria Oliveira,Jaqueta,Roupas,1,325.21,BA
5202,2021-12-24,Mariana Alves,Carregador Y,Eletrônicos,8,35.19,MG
5203,2020-03-26,Maria Oliveira,Calça Jeans,Roupas,1,132.84,
5204,2020-03-29,João Souza,Vassoura,Casa,3,26.23,BA
5205,2024-03-08,Carlos Pereira,Shampoo,Beleza,5,20.82,RJ
5206,2024-10-14,Maria Oliveira,Camiseta,Roupas,2,1071.15,MG
5207,2021-01-28,Carlos Pereira,Camiseta,Roupas,2,43.22,RJ
5208,2025-02-18,Mariana Alves,Panela,Casa,437,120.4,SP
5209,2020-06-03,Maria Oliveira,Smartwatch Z,Eletrônicos,4,789.6,RJ
5210,2023-01-30,Desconhecido,Perfume,Beleza,5,217.09,PR
5211,2024-03-25,Carlos Pereira,Vassoura,Casa,3,24.43,BA
5212,2022-11-23,Ana Silva,Vassoura,Casa,112,21.68,SP
5213,2025-02-17,Carlos Pereira,Shampoo,Beleza,3,19.76,SP
5214,2022-04-12,Ana Silva,Fone X,Eletrônicos,2,169.61,RS
5215,2022-05-30,Desconhecido,Panela,Casa,3,121.91,MG
5216,2024-05-25,Maria Oliveira,Cortina,Casa,3,180.49,RS
5217,2023-08-27,Desconhecido,Camiseta,Roupas,3,39.9,BA
5218,2025-08-31,Ana Silva,Shampoo,Beleza,2,18.62,MG
5219,2025-07-05,Maria Oliveira,Shampoo,Beleza,4,20.17,RJ
5220,2023-03-09,Maria Oliveira,Perfume,Beleza,5,227.11,PR
5221,2023-09-04,Maria Oliveira,Camiseta,Roupas,2,48.44,PR
5222,2023-04-10,Carlos Pereira,Shampoo,Beleza,1,23.12,BA
5223,2023-11-06,Ana Silva,Carregador Y,Eletrônicos,3,52.81,SP
5224,2024-11-15,Carlos Pereira,Vassoura,Casa,3,23.17,SP
5225,2023-09-18,Ana Silva,Camiseta,Roupas,4,50.15,
5226,2021-06-16,Ana Silva,Shampoo,Beleza,4,20.96,BA
5227,2023-08-18,Carlos Pereira,Smartwatch Z,Eletrônicos,2,772.66,
5228,2023-05-17,Desconhecido,Panela,Casa,2,119.78,BA
5229,2023-03-23,Desconhecido,Vassoura,Casa,3,26.68,
5230,2020-07-31,João Souza,Jaqueta,Roupas,1,293.65,MG
5231,2022-06-23,Desconhecido,Fone X,Eletrônicos,2,157.1,RS
5232,2020-11-21,Carlos Pereira,Vassoura,Casa,1,25.37,MG
5233,2023-09-27,Mariana Alves,Shampoo,Beleza,5,19.69,SP
5234,2023-04-19,João Souza,Cortina,Casa,2,174.11,MG
5235,2024-03-20,Ana Silva,Calça Jeans,Roupas,85,123.12,MG
5236,2024-08-26,Ana Silva,Jaqueta,Roupas,3,282.36,MG
5237,2022-06-02,Maria Oliveira,Perfume,Beleza,3,195.9,RJ
5238,2022-11-23,Mariana Alves,Perfume,Beleza,1,209.06,RS
5239,2022-09-28,Ana Silva,Panela,Casa,3,113.2,PR
5240,2021-09-08,João Souza,Calça Jeans,Roupas,2,126.63,PR
5241,2024-09-23,Carlos Pereira,Perfume,Eletrônicos,5,247.89,RJ
5242,2021-05-23,Maria Oliveira,Calça Jeans,Roupas,2,123.22,BA
5243,2025-05-03,João Souza,Perfume,Beleza,3,222.95,SP
5244,2024-05-08,Carlos Pereira,Vassoura,Casa,8,27.33,MG
5245,2020-06-17,Carlos Pereira,Calça Jeans,Roupas,2,123.87,RS
5246,2024-03-13,Desconhecido,Jaqueta,Roupas,4,292.63,RJ
5247,2023-03-14,João Souza,Perfume,Beleza,2,185.77,
5248,2022-02-18,Desconhecido,Cortina,Casa,4,175.05,
5249,2020-04-22,Carlos Pereira,Cortina,Casa,3,192.42,MG
5250,2025-04-30,Ana Silva,Camiseta,Roupas,3,45.46,SP
5251,2025-05-20,Carlos Pereira,Camiseta,Roupas,1,52.2,RJ
5252,2024-12-28,João Souza,Camiseta,Roupas,2,46.09,SP
5253,2023-07-22,João Souza,Shampoo,Beleza,4,17.15,SP
5254,2020-08-26,Desconhecido,Perfume,Eletrônicos,5,198.04,RS
5255,2020-05-17,Maria Oliveira,Cortina,Casa,5,211.66,RS
