Data Abertura,Data Fechamento,Tempo Resposta (s),ID Usuario,ID Suporte,ID Problema,Status,Chave_ID_Problema,Chave_ID_Suporte,Chave_ID_Usuario,Dias_Resolucao,Problema,Nome Suporte,Sexo,Data de Nascimento,Nome Usuario,Sexo_Usuario,Data de Nascimento_Usuario,Data de inscrição
2018-09-21,2018-09-27,00:09:36,397,95,9,Cancelado,9,95,397,6,Tempo de resposta,Suporte sem cadastro (ID 95),,,Renan Steiner Costa,M,1994-08-17 00:00:00,2017-10-18 00:00:00
2018-09-21,2018-09-22,00:03:52,403,57,2,Encerrado,2,57,403,1,Problema com login,Suporte sem cadastro (ID 57),,,Roberto Suzano,M,1981-10-02 00:00:00,2019-05-07 00:00:00
2018-09-21,2018-09-28,00:01:02,247,17,7,Cancelado,7,17,247,7,Excluir usuário,Eric Amante,M,1998-08-05 00:00:00,Lorena Freire,F,1992-01-11 00:00:00,2019-11-06 00:00:00
2018-09-22,2018-09-22,00:03:16,151,359,9,Aguardando resposta do usuário,9,359,151,0,Tempo de resposta,Suporte sem cadastro (ID 359),,,Gabriel Rozental,M,1985-01-24 00:00:00,2017-07-03 00:00:00
2018-09-22,2018-09-25,00:08:26,191,147,12,Encerrado,12,147,191,3,Emitir certificado,Suporte sem cadastro (ID 147),,,Jayme Carvalho,M,1995-10-01 00:00:00,2018-10-23 00:00:00
2018-09-22,2018-09-22,00:03:52,384,19,6,Aguardando resposta do usuário,6,19,384,0,Recursos não disponíveis,Gabriel Viana,M,1982-07-01 00:00:00,Rafael Viana Santos,M,1990-03-23 00:00:00,2017-01-03 00:00:00
2018-09-22,2018-09-23,00:02:56,137,165,12,Encerrado,12,165,137,1,Emitir certificado,Suporte sem cadastro (ID 165),,,Fernanda Santo,F,1984-04-25 00:00:00,2019-01-10 00:00:00
2018-09-22,2018-09-29,00:07:27,290,8,9,Encerrado,9,8,290,7,Tempo de resposta,Ary da Silva Costa,M,1984-12-30 00:00:00,Marcelo Amaral Coelho,M,1997-08-27 00:00:00,2019-02-11 00:00:00
2018-09-22,2018-09-26,00:02:13,37,73,8,Encerrado,8,73,37,4,Renovação de contrato,Suporte sem cadastro (ID 73),,,Bárbara Rodrigues,F,1995-02-12 00:00:00,2017-05-07 00:00:00
2018-09-22,2018-09-22,00:01:00,357,76,12,Encerrado,12,76,357,0,Emitir certificado,Suporte sem cadastro (ID 76),,,Paulo Rodrigues Pereira,M,1991-11-27 00:00:00,2018-01-05 00:00:00
2018-09-23,2018-09-23,00:06:40,173,120,6,Encerrado,6,120,173,0,Recursos não disponíveis,Suporte sem cadastro (ID 120),,,Helena Carramanhos Peixoto ,F,1997-07-25 00:00:00,2018-03-13 00:00:00
2018-09-23,2018-09-24,00:03:47,177,263,8,Encerrado,8,263,177,1,Renovação de contrato,Suporte sem cadastro (ID 263),,,Igor Feijo,M,1991-06-06 00:00:00,2017-07-17 00:00:00
2018-09-23,2018-09-23,00:07:31,22,73,2,Cancelado,2,73,22,0,Problema com login,Suporte sem cadastro (ID 73),,,Anderson Dias Sampaio,M,1990-04-23 00:00:00,2019-06-25 00:00:00
2018-09-23,2018-09-24,00:07:13,30,94,8,Encerrado,8,94,30,1,Renovação de contrato,Suporte sem cadastro (ID 94),,,Arthur Gonçalo Cavalcanti,M,1990-10-13 00:00:00,2018-11-08 00:00:00
2018-09-23,2018-09-23,00:05:17,72,121,13,Encerrado,13,121,72,0,Sugestões/Outros,Suporte sem cadastro (ID 121),,,Camila Fonseca Martinez,F,1980-07-24 00:00:00,2019-07-02 00:00:00
2018-09-23,2018-09-27,00:08:20,375,105,13,Aguardando resposta do usuário,13,105,375,4,Sugestões/Outros,Suporte sem cadastro (ID 105),,,Priscila de Oliveira,F,1991-02-16 00:00:00,2019-07-29 00:00:00
2018-09-23,2018-10-02,00:09:14,2,160,16,Encerrado,16,160,2,9,Reembolso,Suporte sem cadastro (ID 160),,,Adelino Werneck,M,1996-03-24 00:00:00,2017-07-16 00:00:00
2018-09-23,2018-09-23,00:01:44,149,24,6,Encerrado,6,24,149,0,Recursos não disponíveis,Jeferson Pinheiro Mariano,M,1995-09-13 00:00:00,Gabriel Mesquita,M,1998-08-20 00:00:00,2019-12-17 00:00:00
2018-09-23,2018-09-23,00:06:29,85,167,17,Encerrado,17,167,85,0,Falha no Excel,Suporte sem cadastro (ID 167),,,Carolina Gaspar de Mattos      ,F,1987-08-25 00:00:00,2017-05-23 00:00:00
2018-09-23,2018-09-28,00:03:30,71,393,17,Cancelado,17,393,71,5,Falha no Excel,Suporte sem cadastro (ID 393),,,Caio Stellet,M,1985-08-29 00:00:00,2018-04-20 00:00:00
2018-09-24,2018-09-24,00:09:11,268,382,12,Encerrado,12,382,268,0,Emitir certificado,Suporte sem cadastro (ID 382),,,Luís Werneck,M,1997-09-02 00:00:00,2018-11-28 00:00:00
2018-09-24,2018-09-30,00:06:28,233,93,17,Encerrado,17,93,233,6,Falha no Excel,Suporte sem cadastro (ID 93),,,Larissa do Nascimento Lima,F,1994-05-24 00:00:00,2019-04-24 00:00:00
2018-09-24,2018-09-30,00:02:44,107,16,1,Encerrado,1,16,107,6,Conexão lenta,Douglas Pinto,M,1999-12-15 00:00:00,Debora Penedo,F,1985-06-03 00:00:00,2019-11-28 00:00:00
2018-09-24,2018-09-25,00:05:33,18,146,17,Encerrado,17,146,18,1,Falha no Excel,Suporte sem cadastro (ID 146),,,Ana de Sá Foly,F,1984-11-25 00:00:00,2018-09-29 00:00:00
2018-09-24,2018-09-26,00:01:38,198,65,2,Encerrado,2,65,198,2,Problema com login,Suporte sem cadastro (ID 65),,,João Fagundes,M,1990-04-11 00:00:00,2017-11-29 00:00:00
2018-09-24,2018-09-25,00:07:13,173,16,12,Encerrado,12,16,173,1,Emitir certificado,Douglas Pinto,M,1999-12-15 00:00:00,Helena Carramanhos Peixoto ,F,1997-07-25 00:00:00,2018-03-13 00:00:00
2018-09-24,2018-09-25,00:03:12,301,97,12,Encerrado,12,97,301,1,Emitir certificado,Suporte sem cadastro (ID 97),,,Mariana Martins,F,1980-11-03 00:00:00,2017-03-28 00:00:00
2018-09-24,2018-09-25,00:06:06,232,64,12,Encerrado,12,64,232,1,Emitir certificado,Suporte sem cadastro (ID 64),,,Lais Cormack,F,1996-01-12 00:00:00,2018-05-31 00:00:00
2018-09-24,2018-09-30,00:08:23,54,21,20,Encerrado,20,21,54,6,Áudio,Higor Frossard,M,1990-10-10 00:00:00,Breno Franklin da Silva,M,1992-11-23 00:00:00,2017-09-29 00:00:00
2018-09-24,2018-09-26,00:05:20,113,184,6,Encerrado,6,184,113,2,Recursos não disponíveis,Suporte sem cadastro (ID 184),,,Douglas Costa,M,1991-07-08 00:00:00,2018-02-07 00:00:00
2018-09-24,2018-09-25,00:02:30,107,306,2,Encerrado,2,306,107,1,Problema com login,Suporte sem cadastro (ID 306),,,Debora Penedo,F,1985-06-03 00:00:00,2019-11-28 00:00:00
2018-09-24,2018-09-24,00:01:48,263,4,20,Encerrado,20,4,263,0,Áudio,Ana Barbosa,F,1984-06-02 00:00:00,Lucas Short Santa Cecilia,M,1980-03-20 00:00:00,2017-04-10 00:00:00
2018-09-24,2018-09-24,00:02:13,221,264,10,Encerrado,10,264,221,0,Alterar perfil de usuário,Suporte sem cadastro (ID 264),,,Julia Freitas,F,1995-02-24 00:00:00,2019-01-25 00:00:00
2018-09-24,2018-09-28,00:08:02,216,146,11,Encerrado,11,146,216,4,Dúvidas/Outros,Suporte sem cadastro (ID 146),,,Juan Santos Rosa,M,1991-12-16 00:00:00,2019-05-15 00:00:00
2018-09-25,2018-09-30,00:07:25,96,90,1,Encerrado,1,90,96,5,Conexão lenta,Suporte sem cadastro (ID 90),,,Clarissa Ferreira,F,1983-08-11 00:00:00,2019-01-22 00:00:00
2018-09-25,2018-09-29,00:02:06,274,31,11,Aguardando resposta do usuário,11,31,274,4,Dúvidas/Outros,Maria Lopes de Almeida,F,1994-09-04 00:00:00,Luiz Ladogano,M,1983-04-13 00:00:00,2019-01-18 00:00:00
2018-09-25,2018-09-27,00:12:19,84,52,21,Encerrado,21,52,84,2,Imagem,Suporte sem cadastro (ID 52),,,Carolina Fontes,F,1999-06-13 00:00:00,2019-10-10 00:00:00
2018-09-25,2018-09-25,00:08:51,138,16,9,Cancelado,9,16,138,0,Tempo de resposta,Douglas Pinto,M,1999-12-15 00:00:00,Filipe Tabet,M,1988-12-07 00:00:00,2018-03-14 00:00:00
2018-09-25,2018-09-26,00:08:17,232,87,12,Encerrado,12,87,232,1,Emitir certificado,Suporte sem cadastro (ID 87),,,Lais Cormack,F,1996-01-12 00:00:00,2018-05-31 00:00:00
2018-09-25,2018-09-26,00:03:22,314,106,6,Encerrado,6,106,314,1,Recursos não disponíveis,Suporte sem cadastro (ID 106),,,Maryanna Ferraz,F,1997-06-17 00:00:00,2018-01-17 00:00:00
2018-09-25,2018-09-26,00:07:51,24,11,1,Encerrado,1,11,24,1,Conexão lenta,Bruna Rocha de Carvalho,F,1989-04-14 00:00:00,André dos Santos Pereira Brito,M,1996-03-21 00:00:00,2019-01-05 00:00:00
2018-09-25,2018-09-29,00:05:46,79,213,5,Cancelado,5,213,79,4,Problema com pagamento,Suporte sem cadastro (ID 213),,,Carolina Araujo Sagrillo,F,1999-06-15 00:00:00,2019-09-15 00:00:00
2018-09-25,2018-09-28,00:05:32,398,60,8,Encerrado,8,60,398,3,Renovação de contrato,Suporte sem cadastro (ID 60),,,Renan Taylor,M,1992-03-27 00:00:00,2018-06-21 00:00:00
2018-09-26,2018-09-27,00:02:42,193,24,1,Encerrado,1,24,193,1,Conexão lenta,Jeferson Pinheiro Mariano,M,1995-09-13 00:00:00,Joana Guimarães,F,1995-07-28 00:00:00,2019-09-17 00:00:00
2018-09-26,2018-09-29,00:03:12,11,33,10,Encerrado,10,33,11,3,Alterar perfil de usuário,Matheus Iglezias Perdomo,M,1996-10-01 00:00:00,Amanda Ferreira,F,1995-08-12 00:00:00,2018-02-28 00:00:00
2018-09-26,2018-10-02,00:04:30,420,12,15,Cancelado,15,12,420,6,Página indisponível,Bruna Serva,F,1993-02-25 00:00:00,Thaís Restum,F,1985-09-18 00:00:00,2019-12-01 00:00:00
2018-09-26,2018-09-27,00:08:10,254,244,9,Encerrado,9,244,254,1,Tempo de resposta,Suporte sem cadastro (ID 244),,,Lucas Bach,M,1998-11-26 00:00:00,2017-11-28 00:00:00
2018-09-26,2018-09-29,00:14:00,412,13,9,Cancelado,9,13,412,3,Tempo de resposta,Caio Lassaval Farias,M,1993-07-03 00:00:00,Rômulo Pereira da Silva,M,1984-07-10 00:00:00,2018-11-22 00:00:00
2018-09-26,2018-09-26,00:05:20,388,168,8,Encerrado,8,168,388,0,Renovação de contrato,Suporte sem cadastro (ID 168),,,Raíza Barbosa,F,1992-02-15 00:00:00,2019-12-10 00:00:00
2018-09-26,2018-09-27,00:09:34,66,38,15,Encerrado,15,38,66,1,Página indisponível,Renan Scharnhorst Ott,M,1990-12-27 00:00:00,Bruno Paes Leme,M,1981-05-11 00:00:00,2017-08-10 00:00:00
2018-09-26,2018-09-26,00:06:10,343,167,7,Cancelado,7,167,343,0,Excluir usuário,Suporte sem cadastro (ID 167),,,Norman de Souza,M,1988-01-11 00:00:00,2017-03-21 00:00:00
2018-09-26,2018-10-03,00:10:09,16,142,15,Encerrado,15,142,16,7,Página indisponível,Suporte sem cadastro (ID 142),,,Ana Bernardo,F,1990-12-14 00:00:00,2017-06-10 00:00:00
2018-09-26,2018-10-04,00:05:49,89,49,13,Encerrado,13,49,89,8,Sugestões/Outros,Suporte sem cadastro (ID 49),,,Carolina Monteiro,F,1989-10-21 00:00:00,2018-11-08 00:00:00
2018-09-26,2018-09-28,00:07:14,261,95,10,Encerrado,10,95,261,2,Alterar perfil de usuário,Suporte sem cadastro (ID 95),,,Lucas Pinheiro Oliveira,M,1985-05-22 00:00:00,2019-02-03 00:00:00
2018-09-26,2018-09-26,00:04:31,325,23,10,Encerrado,10,23,325,0,Alterar perfil de usuário,Isabella Azevedo Moura,F,1999-02-07 00:00:00,Matheus Sone,M,1998-11-28 00:00:00,2019-11-29 00:00:00
2018-09-27,2018-09-27,00:04:07,403,100,9,Encerrado,9,100,403,0,Tempo de resposta,Suporte sem cadastro (ID 100),,,Roberto Suzano,M,1981-10-02 00:00:00,2019-05-07 00:00:00
2018-09-27,2018-10-03,00:02:58,405,208,14,Encerrado,14,208,405,6,Alterar senha,Suporte sem cadastro (ID 208),,,Rodrigo da Silva,M,1996-12-15 00:00:00,2017-01-15 00:00:00
2018-09-27,2018-10-04,00:06:38,23,157,20,Encerrado,20,157,23,7,Áudio,Suporte sem cadastro (ID 157),,,Andre Campos,M,1999-05-10 00:00:00,2019-06-30 00:00:00
2018-09-27,2018-09-28,00:02:16,380,9,20,Encerrado,20,9,380,1,Áudio,Audir Muniz,M,1982-08-27 00:00:00,Rafael Lobo,M,1995-12-05 00:00:00,2017-08-02 00:00:00
2018-09-27,2018-09-29,00:13:16,340,96,5,Cancelado,5,96,340,2,Problema com pagamento,Suporte sem cadastro (ID 96),,,Nathalia Melo Eiras,F,1992-02-03 00:00:00,2017-01-30 00:00:00
2018-09-27,2018-10-03,00:06:12,83,93,19,Encerrado,19,93,83,6,Falha no Powerpoint,Suporte sem cadastro (ID 93),,,Carolina de Souza Almeida,F,2000-08-05 00:00:00,2017-07-11 00:00:00
2018-09-27,2018-09-27,00:04:40,263,187,11,Encerrado,11,187,263,0,Dúvidas/Outros,Suporte sem cadastro (ID 187),,,Lucas Short Santa Cecilia,M,1980-03-20 00:00:00,2017-04-10 00:00:00
2018-09-27,2018-09-27,00:04:59,429,204,1,Encerrado,1,204,429,0,Conexão lenta,Suporte sem cadastro (ID 204),,,Tiago Leal Pedrosa,M,1986-09-09 00:00:00,2018-02-03 00:00:00
2018-09-27,2018-09-29,00:01:16,313,128,9,Encerrado,9,128,313,2,Tempo de resposta,Suporte sem cadastro (ID 128),,,Marta Fahrnholz,F,1994-12-31 00:00:00,2018-06-07 00:00:00
2018-09-27,2018-10-04,00:08:39,346,226,6,Aguardando resposta do usuário,6,226,346,7,Recursos não disponíveis,Suporte sem cadastro (ID 226),,,Paloma Albano,F,1999-04-12 00:00:00,2019-06-22 00:00:00
2018-09-28,2018-10-02,00:10:32,426,127,13,Cancelado,13,127,426,4,Sugestões/Outros,Suporte sem cadastro (ID 127),,,Thiago Saraiva Araujo,M,1988-03-28 00:00:00,2017-03-06 00:00:00
2018-09-28,2018-09-28,00:05:33,54,25,11,Cancelado,11,25,54,0,Dúvidas/Outros,Jeferson Ramos,M,1983-06-04 00:00:00,Breno Franklin da Silva,M,1992-11-23 00:00:00,2017-09-29 00:00:00
2018-09-28,2018-09-30,00:02:58,411,24,17,Encerrado,17,24,411,2,Falha no Excel,Jeferson Pinheiro Mariano,M,1995-09-13 00:00:00,Rômulo Pedrazza,M,1981-11-11 00:00:00,2019-06-28 00:00:00
2018-09-28,2018-09-28,00:04:10,338,26,5,Cancelado,5,26,338,0,Problema com pagamento,Jeronimo dos Santos Villares Vianna,M,1988-02-02 00:00:00,Nathalia de Sousa Vaz Rangel,F,1990-12-03 00:00:00,2019-02-08 00:00:00
2018-09-28,2018-10-06,00:08:33,287,252,7,Encerrado,7,252,287,8,Excluir usuário,Suporte sem cadastro (ID 252),,,Marcello Jorge Montanholi,M,1987-03-31 00:00:00,2019-07-22 00:00:00
2018-09-28,2018-09-28,00:04:40,112,450,11,Aguardando resposta do usuário,11,450,112,0,Dúvidas/Outros,Suporte sem cadastro (ID 450),,,Diego Limp,M,1981-08-02 00:00:00,2018-01-24 00:00:00
2018-09-28,2018-10-01,00:02:51,359,163,6,Encerrado,6,163,359,3,Recursos não disponíveis,Suporte sem cadastro (ID 163),,,Pedro Alcoforado,M,1996-04-19 00:00:00,2019-09-10 00:00:00
2018-09-28,2018-09-28,00:05:58,421,70,6,Encerrado,6,70,421,0,Recursos não disponíveis,Suporte sem cadastro (ID 70),,,Thalles Jordão Teixeira,M,1994-08-22 00:00:00,2018-01-03 00:00:00
2018-09-28,2018-09-28,00:01:41,10,24,10,Cancelado,10,24,10,0,Alterar perfil de usuário,Jeferson Pinheiro Mariano,M,1995-09-13 00:00:00,Amanda de Lacerda,F,1990-08-30 00:00:00,2018-07-01 00:00:00
2018-09-28,2018-10-02,00:02:42,87,297,2,Cancelado,2,297,87,4,Problema com login,Suporte sem cadastro (ID 297),,,Carolina Marques,F,1986-06-26 00:00:00,2019-02-16 00:00:00
2018-09-28,2018-09-30,00:01:04,9,38,20,Cancelado,20,38,9,2,Áudio,Renan Scharnhorst Ott,M,1990-12-27 00:00:00,Aline Santos Silva,F,1984-08-29 00:00:00,2019-01-09 00:00:00
2018-09-28,2018-09-28,00:08:25,104,14,9,Encerrado,9,14,104,0,Tempo de resposta,Daniel Garcia,M,2000-04-02 00:00:00,Daniela Santos Silva,F,1990-05-26 00:00:00,2019-02-26 00:00:00
2018-09-28,2018-10-01,00:01:20,115,121,7,Encerrado,7,121,115,3,Excluir usuário,Suporte sem cadastro (ID 121),,,Eduarda Chagas,F,1989-12-28 00:00:00,2019-05-06 00:00:00
2018-09-28,2018-09-28,00:04:06,393,186,15,Encerrado,15,186,393,0,Página indisponível,Suporte sem cadastro (ID 186),,,Raphael Rodrigues,M,1998-01-28 00:00:00,2017-11-06 00:00:00
2018-09-28,2018-09-29,00:02:44,147,113,6,Encerrado,6,113,147,1,Recursos não disponíveis,Suporte sem cadastro (ID 113),,,Gabriel Castro Cerqueira,M,1982-01-10 00:00:00,2019-12-19 00:00:00
2018-09-28,2018-09-30,00:04:33,168,94,10,Encerrado,10,94,168,2,Alterar perfil de usuário,Suporte sem cadastro (ID 94),,,Guilherme Lopes da Silveira ,M,1997-09-30 00:00:00,2018-01-12 00:00:00
2018-09-29,2018-09-29,00:03:09,125,194,21,Encerrado,21,194,125,0,Imagem,Suporte sem cadastro (ID 194),,,Elvis Macedo,M,1992-06-12 00:00:00,2018-05-12 00:00:00
2018-09-29,2018-10-03,00:06:47,395,214,13,Encerrado,13,214,395,4,Sugestões/Outros,Suporte sem cadastro (ID 214),,,Renan Assis da Silva,M,1988-03-28 00:00:00,2017-09-06 00:00:00
2018-09-29,2018-09-29,00:05:16,41,355,1,Aguardando resposta do usuário,1,355,41,0,Conexão lenta,Suporte sem cadastro (ID 355),,,Beatriz Machado Araujo,F,1989-09-27 00:00:00,2018-07-23 00:00:00
2018-09-29,2018-10-01,00:04:07,319,208,6,Encerrado,6,208,319,2,Recursos não disponíveis,Suporte sem cadastro (ID 208),,,Matheus de Souza Fróes,M,1988-11-24 00:00:00,2019-04-16 00:00:00
2018-09-29,2018-09-29,00:10:53,128,7,9,Cancelado,9,7,128,0,Tempo de resposta,Arthur Bispo,M,1986-11-23 00:00:00,Fabio Melo Eiras,M,1997-07-26 00:00:00,2017-11-27 00:00:00
2018-09-29,2018-10-05,00:08:38,165,142,1,Encerrado,1,142,165,6,Conexão lenta,Suporte sem cadastro (ID 142),,,Guilherme Delgado,M,1985-11-17 00:00:00,2017-07-15 00:00:00
2018-09-29,2018-10-03,00:13:51,61,131,11,Encerrado,11,131,61,4,Dúvidas/Outros,Suporte sem cadastro (ID 131),,,Bruna Tavares Vasconcelos,F,1991-05-12 00:00:00,2019-10-03 00:00:00
2018-09-29,2018-09-30,00:11:18,297,138,2,Cancelado,2,138,297,1,Problema com login,Suporte sem cadastro (ID 138),,,Mariana Almeida Alexandre,F,1996-01-10 00:00:00,2019-12-09 00:00:00
2018-09-29,2018-09-29,00:07:06,138,76,13,Cancelado,13,76,138,0,Sugestões/Outros,Suporte sem cadastro (ID 76),,,Filipe Tabet,M,1988-12-07 00:00:00,2018-03-14 00:00:00
2018-09-29,2018-10-03,00:05:58,247,73,2,Encerrado,2,73,247,4,Problema com login,Suporte sem cadastro (ID 73),,,Lorena Freire,F,1992-01-11 00:00:00,2019-11-06 00:00:00
2018-09-29,2018-10-01,00:07:26,399,238,1,Encerrado,1,238,399,2,Conexão lenta,Suporte sem cadastro (ID 238),,,Renata Lopes de Oliveira,F,1981-08-20 00:00:00,2018-08-11 00:00:00
2018-09-29,2018-09-30,00:01:26,348,101,12,Encerrado,12,101,348,1,Emitir certificado,Suporte sem cadastro (ID 101),,,Patricia Jorge,F,1985-05-26 00:00:00,2018-05-24 00:00:00
2018-09-29,2018-10-05,00:05:39,352,24,1,Encerrado,1,24,352,6,Conexão lenta,Jeferson Pinheiro Mariano,M,1995-09-13 00:00:00,Paula Gonçalves Gomes,F,1993-01-03 00:00:00,2018-03-08 00:00:00
2018-09-30,2018-10-02,00:01:46,388,11,5,Encerrado,5,11,388,2,Problema com pagamento,Bruna Rocha de Carvalho,F,1989-04-14 00:00:00,Raíza Barbosa,F,1992-02-15 00:00:00,2019-12-10 00:00:00
2018-09-30,2018-10-01,00:07:52,135,167,11,Encerrado,11,167,135,1,Dúvidas/Outros,Suporte sem cadastro (ID 167),,,Fernanda Rocha,F,1987-07-06 00:00:00,2019-06-28 00:00:00
2018-09-30,2018-10-06,00:08:42,54,88,8,Aguardando resposta do usuário,8,88,54,6,Renovação de contrato,Suporte sem cadastro (ID 88),,,Breno Franklin da Silva,M,1992-11-23 00:00:00,2017-09-29 00:00:00
2018-09-30,2018-10-04,00:06:22,216,142,15,Encerrado,15,142,216,4,Página indisponível,Suporte sem cadastro (ID 142),,,Juan Santos Rosa,M,1991-12-16 00:00:00,2019-05-15 00:00:00
2018-09-30,2018-09-30,00:03:56,255,15,8,Encerrado,8,15,255,0,Renovação de contrato,Daniel Pinto Anastácio Machado,M,1984-12-14 00:00:00,Lucas Brum Pereira,M,1996-03-20 00:00:00,2019-10-05 00:00:00
2018-09-30,2018-10-06,00:06:19,388,106,21,Encerrado,21,106,388,6,Imagem,Suporte sem cadastro (ID 106),,,Raíza Barbosa,F,1992-02-15 00:00:00,2019-12-10 00:00:00
2018-09-30,2018-09-30,00:08:00,357,48,19,Encerrado,19,48,357,0,Falha no Powerpoint,Suporte sem cadastro (ID 48),,,Paulo Rodrigues Pereira,M,1991-11-27 00:00:00,2018-01-05 00:00:00
2018-09-30,2018-10-01,00:01:00,295,140,6,Encerrado,6,140,295,1,Recursos não disponíveis,Suporte sem cadastro (ID 140),,,Maria Leite Ursulino,F,1982-10-29 00:00:00,2019-03-26 00:00:00
2018-09-30,2018-09-30,00:05:59,325,229,9,Cancelado,9,229,325,0,Tempo de resposta,Suporte sem cadastro (ID 229),,,Matheus Sone,M,1998-11-28 00:00:00,2019-11-29 00:00:00
2018-09-30,2018-09-30,00:07:25,314,268,15,Encerrado,15,268,314,0,Página indisponível,Suporte sem cadastro (ID 268),,,Maryanna Ferraz,F,1997-06-17 00:00:00,2018-01-17 00:00:00
2018-09-30,2018-10-02,00:11:20,53,24,17,Aguardando resposta do usuário,17,24,53,2,Falha no Excel,Jeferson Pinheiro Mariano,M,1995-09-13 00:00:00,Brenno Silva,M,1985-05-02 00:00:00,2018-10-28 00:00:00
2018-10-01,2018-10-05,00:02:30,113,216,12,Encerrado,12,216,113,4,Emitir certificado,Suporte sem cadastro (ID 216),,,Douglas Costa,M,1991-07-08 00:00:00,2018-02-07 00:00:00
2018-10-01,2018-10-01,00:02:11,303,50,13,Encerrado,13,50,303,0,Sugestões/Outros,Suporte sem cadastro (ID 50),,,Mariana Schwenck Gullo,F,1996-12-15 00:00:00,2019-11-11 00:00:00
2018-10-01,2018-10-01,00:07:54,230,103,13,Cancelado,13,103,230,0,Sugestões/Outros,Suporte sem cadastro (ID 103),,,Karine Cardoso das Chagas,F,1988-03-03 00:00:00,2018-09-28 00:00:00
2018-10-01,2018-10-03,00:11:51,71,1,21,Encerrado,21,1,71,2,Imagem,Adelino Araujo,M,2000-04-15 00:00:00,Caio Stellet,M,1985-08-29 00:00:00,2018-04-20 00:00:00
2018-10-01,2018-10-02,00:03:18,406,244,6,Aguardando resposta do usuário,6,244,406,1,Recursos não disponíveis,Suporte sem cadastro (ID 244),,,Rodrigo dos Santos Villares Vianna,M,1995-05-25 00:00:00,2017-01-23 00:00:00
2018-10-01,2018-10-02,00:03:22,404,180,11,Cancelado,11,180,404,1,Dúvidas/Outros,Suporte sem cadastro (ID 180),,,Rodrigo Barreto,M,1997-11-18 00:00:00,2018-04-15 00:00:00
2018-10-01,2018-10-06,00:02:02,134,117,11,Encerrado,11,117,134,5,Dúvidas/Outros,Suporte sem cadastro (ID 117),,,Fernanda Gonçalves,F,1987-06-07 00:00:00,2019-02-19 00:00:00
2018-10-01,2018-10-06,00:03:43,427,111,9,Aguardando resposta do usuário,9,111,427,5,Tempo de resposta,Suporte sem cadastro (ID 111),,,Thomaz Campelo da Silva,M,1995-11-12 00:00:00,2019-06-28 00:00:00
2018-10-02,2018-10-07,00:07:16,71,301,8,Encerrado,8,301,71,5,Renovação de contrato,Suporte sem cadastro (ID 301),,,Caio Stellet,M,1985-08-29 00:00:00,2018-04-20 00:00:00
2018-10-02,2018-10-02,00:07:58,341,14,17,Encerrado,17,14,341,0,Falha no Excel,Daniel Garcia,M,2000-04-02 00:00:00,Nicolas Conceição Leite,M,1993-03-08 00:00:00,2019-03-23 00:00:00
2018-10-02,2018-10-07,00:07:51,210,94,9,Encerrado,9,94,210,5,Tempo de resposta,Suporte sem cadastro (ID 94),,,José Cardeman,M,1996-06-13 00:00:00,2017-02-15 00:00:00
2018-10-02,2018-10-03,00:04:17,14,29,1,Aguardando resposta do usuário,1,29,14,1,Conexão lenta,João Monteiro,M,1995-07-20 00:00:00,Amanda Rodrigues,F,1991-08-18 00:00:00,2019-11-11 00:00:00
2018-10-02,2018-10-04,00:06:12,176,38,9,Aguardando resposta do usuário,9,38,176,2,Tempo de resposta,Renan Scharnhorst Ott,M,1990-12-27 00:00:00,Igor de Rezende,M,2000-03-13 00:00:00,2019-05-08 00:00:00
2018-10-02,2018-10-02,00:07:38,421,43,9,Encerrado,9,43,421,0,Tempo de resposta,Wendela da Cunha,F,1999-03-02 00:00:00,Thalles Jordão Teixeira,M,1994-08-22 00:00:00,2018-01-03 00:00:00
2018-10-02,2018-10-03,00:05:02,23,78,11,Encerrado,11,78,23,1,Dúvidas/Outros,Suporte sem cadastro (ID 78),,,Andre Campos,M,1999-05-10 00:00:00,2019-06-30 00:00:00
2018-10-02,2018-10-03,00:08:24,305,300,20,Encerrado,20,300,305,1,Áudio,Suporte sem cadastro (ID 300),,,Marianna Pereira da Silva,F,1981-01-27 00:00:00,2019-09-07 00:00:00
2018-10-02,2018-10-05,00:07:31,389,155,17,Encerrado,17,155,389,3,Falha no Excel,Suporte sem cadastro (ID 155),,,Raíza Barcellos,F,1998-01-31 00:00:00,2019-10-14 00:00:00
2018-10-02,2018-10-04,00:04:56,389,146,6,Encerrado,6,146,389,2,Recursos não disponíveis,Suporte sem cadastro (ID 146),,,Raíza Barcellos,F,1998-01-31 00:00:00,2019-10-14 00:00:00
2018-10-02,2018-10-08,00:05:42,395,134,7,Cancelado,7,134,395,6,Excluir usuário,Suporte sem cadastro (ID 134),,,Renan Assis da Silva,M,1988-03-28 00:00:00,2017-09-06 00:00:00
2018-10-02,2018-10-02,00:05:47,32,304,1,Encerrado,1,304,32,0,Conexão lenta,Suporte sem cadastro (ID 304),,,Arthur Vaz,M,1995-12-01 00:00:00,2019-08-23 00:00:00
2018-10-03,2018-10-04,00:01:13,217,120,12,Encerrado,12,120,217,1,Emitir certificado,Suporte sem cadastro (ID 120),,,Julia Andrade Gomes,F,1998-08-07 00:00:00,2017-08-18 00:00:00
2018-10-03,2018-10-03,00:02:45,82,114,9,Encerrado,9,114,82,0,Tempo de resposta,Suporte sem cadastro (ID 114),,,Carolina da Silva,F,1989-12-11 00:00:00,2018-12-22 00:00:00
